name,rating,price,review,brand,product_id,website
"Stryve Biltong, Beef Jerky without the Junky. 16g Protein, Sugar Free, No Carbs, Gluten Free, No Nitrates, No MSG, No Preservatives. Keto and Paleo Friendly. Zesty Garlic, 2.25oz 4-Pack",3.5,26.99,28,Visit the Stryve Protein Snacks Store,B07B47WHCC,https://www.amazon.com
